Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,,
10/08/2021,Steuben,64,"9,488","1,841","277,447",,
10/09/2021,Steuben,39,"9,527",695,"278,142",,
10/10/2021,Steuben,66,"9,593",747,"278,889",,
10/11/2021,Steuben,32,"9,625",347,"279,236",,
10/12/2021,Steuben,47,"9,672",490,"279,726",,
10/13/2021,Steuben,84,"9,756","1,264","280,990",,
10/14/2021,Steuben,77,"9,833","1,229","282,219",,
10/15/2021,Steuben,96,"9,929","1,529","283,748",,
10/16/2021,Steuben,43,"9,972",915,"284,663",,
10/17/2021,Steuben,47,"10,019",349,"285,012",,
10/18/2021,Steuben,18,"10,037",308,"285,320",,
10/19/2021,Steuben,43,"10,080",900,"286,220",,
10/20/2021,Steuben,53,"10,133","1,215","287,435",,
10/21/2021,Steuben,52,"10,185","1,190","288,625",,
10/22/2021,Steuben,60,"10,245","1,583","290,208",,
10/23/2021,Steuben,28,"10,273",776,"290,984",,
10/24/2021,Steuben,31,"10,304",412,"291,396",,
10/25/2021,Steuben,18,"10,322",386,"291,782",,
10/26/2021,Steuben,41,"10,363",851,"292,633",,
10/27/2021,Steuben,64,"10,427","1,357","293,990",,
10/28/2021,Steuben,71,"10,498","1,269","295,259",,
10/29/2021,Steuben,32,"10,530","1,322","296,581",,
10/30/2021,Steuben,50,"10,580",833,"297,414",,
10/31/2021,Steuben,23,"10,603",312,"297,726",,
11/01/2021,Steuben,35,"10,638",592,"298,318",,
11/02/2021,Steuben,37,"10,675",722,"299,040",,
11/03/2021,Steuben,68,"10,743","1,451","300,491",,
11/04/2021,Steuben,52,"10,795","1,031","301,522",,
11/05/2021,Steuben,62,"10,857","1,604","303,126",,
11/06/2021,Steuben,52,"10,909","1,041","304,167",,
11/07/2021,Steuben,33,"10,942",391,"304,558",,
11/08/2021,Steuben,63,"11,005",903,"305,461",,
11/09/2021,Steuben,81,"11,086","1,033","306,494",,
11/10/2021,Steuben,97,"11,183","1,422","307,916",,
11/11/2021,Steuben,79,"11,262","1,061","308,977",,
11/12/2021,Steuben,73,"11,335","1,455","310,432",,
11/13/2021,Steuben,78,"11,413","1,092","311,524",,
11/14/2021,Steuben,36,"11,449",373,"311,897",,
11/15/2021,Steuben,30,"11,479",366,"312,263",,
11/16/2021,Steuben,64,"11,543",871,"313,134",,
11/17/2021,Steuben,109,"11,652","1,392","314,526",,
11/18/2021,Steuben,92,"11,744","1,414","315,940",,
11/19/2021,Steuben,83,"11,827","1,575","317,515",,
11/20/2021,Steuben,70,"11,897","1,355","318,870",,
11/21/2021,Steuben,62,"11,959",589,"319,459",,
11/22/2021,Steuben,39,"11,998",363,"319,822",,
11/23/2021,Steuben,61,"12,059",549,"320,371",,
11/24/2021,Steuben,138,"12,197","1,457","321,828",,
11/25/2021,Steuben,71,"12,268","1,135","322,963",,
11/26/2021,Steuben,47,"12,315",250,"323,213",,
11/27/2021,Steuben,57,"12,372",321,"323,534",,
11/28/2021,Steuben,46,"12,418",376,"323,910",,
11/29/2021,Steuben,66,"12,484",467,"324,377",,
11/30/2021,Steuben,72,"12,556",755,"325,132",,
12/01/2021,Steuben,157,"12,713","1,637","326,769",,
12/02/2021,Steuben,145,"12,858","1,201","327,970",,
12/03/2021,Steuben,100,"12,958","1,515","329,485",,
12/04/2021,Steuben,106,"13,064","1,862","331,347",,
12/05/2021,Steuben,44,"13,108",351,"331,698",,
12/06/2021,Steuben,67,"13,175",488,"332,186",,
12/07/2021,Steuben,89,"13,264","1,241","333,427",,
12/08/2021,Steuben,105,"13,369",984,"334,411",,
12/09/2021,Steuben,112,"13,481","1,610","336,021",,
12/10/2021,Steuben,87,"13,568","1,583","337,604",,
12/11/2021,Steuben,81,"13,649","1,223","338,827",,
12/12/2021,Steuben,35,"13,684",365,"339,192",,
12/13/2021,Steuben,26,"13,710",344,"339,536",,
12/14/2021,Steuben,56,"13,766","1,125","340,661",,
12/15/2021,Steuben,72,"13,838","1,437","342,098",,
12/16/2021,Steuben,76,"13,914","1,299","343,397",,
12/17/2021,Steuben,87,"14,001","1,962","345,359",,
12/18/2021,Steuben,51,"14,052","1,219","346,578",,
12/19/2021,Steuben,33,"14,085",314,"346,892",,
12/20/2021,Steuben,39,"14,124",368,"347,260",,
12/21/2021,Steuben,54,"14,178",763,"348,023",,
12/22/2021,Steuben,55,"14,233","1,083","349,106",,
12/23/2021,Steuben,62,"14,295",962,"350,068",,
12/24/2021,Steuben,31,"14,326",314,"350,382",,
12/25/2021,Steuben,17,"14,343",148,"350,530",,
12/26/2021,Steuben,9,"14,352",137,"350,667",,
12/27/2021,Steuben,12,"14,364",106,"350,773",,
03/01/2020,Suffolk,0,0,0,0,,
03/02/2020,Suffolk,0,0,0,0,,
03/03/2020,Suffolk,0,0,0,0,,
03/04/2020,Suffolk,0,0,2,2,,
03/05/2020,Suffolk,0,0,2,4,,
03/06/2020,Suffolk,0,0,1,5,,
03/07/2020,Suffolk,0,0,2,7,,
03/08/2020,Suffolk,1,1,11,18,,
03/09/2020,Suffolk,0,1,4,22,,
03/10/2020,Suffolk,5,6,24,46,,
03/11/2020,Suffolk,5,11,24,70,,
03/12/2020,Suffolk,11,22,73,143,,
03/13/2020,Suffolk,10,32,79,222,,
03/14/2020,Suffolk,9,41,38,260,,
03/15/2020,Suffolk,22,63,95,355,,
03/16/2020,Suffolk,22,85,109,464,,
03/17/2020,Suffolk,31,116,179,643,,
03/18/2020,Suffolk,62,178,361,"1,004",,
03/19/2020,Suffolk,193,371,766,"1,770",,
03/20/2020,Suffolk,290,661,"1,461","3,231",,
03/21/2020,Suffolk,373,"1,034","1,578","4,809",,
03/22/2020,Suffolk,424,"1,458","1,153","5,962",,
03/23/2020,Suffolk,422,"1,880","1,047","7,009",,
03/24/2020,Suffolk,380,"2,260",854,"7,863",,
03/25/2020,Suffolk,475,"2,735","1,189","9,052",,
03/26/2020,Suffolk,650,"3,385","1,333","10,385",,
03/27/2020,Suffolk,753,"4,138","1,690","12,075",,
03/28/2020,Suffolk,885,"5,023","2,155","14,230",,
03/29/2020,Suffolk,768,"5,791","1,598","15,828",,
03/30/2020,Suffolk,922,"6,713","1,857","17,685",,
03/31/2020,Suffolk,892,"7,605","1,620","19,305",,
04/01/2020,Suffolk,"1,141","8,746","2,148","21,453",,
04/02/2020,Suffolk,"1,408","10,154","2,575","24,028",,
04/03/2020,Suffolk,"1,216","11,370","2,463","26,491",,
04/04/2020,Suffolk,"1,035","12,405","2,200","28,691",,
04/05/2020,Suffolk,"1,082","13,487","2,211","30,902",,
04/06/2020,Suffolk,"1,030","14,517","2,323","33,225",,
04/07/2020,Suffolk,"1,327","15,844","3,139","36,364",,
04/08/2020,Suffolk,"1,569","17,413","3,889","40,253",,
04/09/2020,Suffolk,"1,279","18,692","2,942","43,195",,
04/10/2020,Suffolk,"1,191","19,883","2,556","45,751",,
04/11/2020,Suffolk,933,"20,816","2,215","47,966",,
04/12/2020,Suffolk,827,"21,643","2,164","50,130",,
04/13/2020,Suffolk,819,"22,462","2,246","52,376",,
04/14/2020,Suffolk,816,"23,278","2,135","54,511",,
04/15/2020,Suffolk,904,"24,182","2,536","57,047",,
04/16/2020,Suffolk,853,"25,035","2,496","59,543",,
04/17/2020,Suffolk,"1,108","26,143","3,385","62,928",,
04/18/2020,Suffolk,745,"26,888","2,392","65,320",,
04/19/2020,Suffolk,774,"27,662","2,278","67,598",,
04/20/2020,Suffolk,492,"28,154","1,482","69,080",,
04/21/2020,Suffolk,700,"28,854","2,188","71,268",,
04/22/2020,Suffolk,713,"29,567","2,428","73,696",,
04/23/2020,Suffolk,"1,039","30,606","3,858","77,554",,
04/24/2020,Suffolk,762,"31,368","2,860","80,414",,
04/25/2020,Suffolk,691,"32,059","2,830","83,244",,
04/26/2020,Suffolk,411,"32,470","1,826","85,070",,
04/27/2020,Suffolk,254,"32,724","1,429","86,499",,
04/28/2020,Suffolk,541,"33,265","2,669","89,168",,
04/29/2020,Suffolk,399,"33,664","2,193","91,361",,
04/30/2020,Suffolk,373,"34,037","2,207","93,568",,
05/01/2020,Suffolk,441,"34,478","2,660","96,228",,
05/02/2020,Suffolk,377,"34,855","2,521","98,749",,
05/03/2020,Suffolk,222,"35,077","1,640","100,389",,
05/04/2020,Suffolk,198,"35,275","1,586","101,975",,
05/05/2020,Suffolk,268,"35,543","2,112","104,087",,
05/06/2020,Suffolk,349,"35,892","2,668","106,755",,
05/07/2020,Suffolk,331,"36,223","2,357","109,112",,
05/08/2020,Suffolk,238,"36,461","2,227","111,339",,
05/09/2020,Suffolk,241,"36,702","2,556","113,895",,
05/10/2020,Suffolk,209,"36,911","2,014","115,909",,
05/11/2020,Suffolk,151,"37,062","1,964","117,873",,
05/12/2020,Suffolk,243,"37,305","2,950","120,823",,
05/13/2020,Suffolk,239,"37,544","3,229","124,052",,
05/14/2020,Suffolk,175,"37,719","2,777","126,829",,
05/15/2020,Suffolk,223,"37,942","3,048","129,877",,
05/16/2020,Suffolk,175,"38,117","2,818","132,695",,
05/17/2020,Suffolk,107,"38,224","1,948","134,643",,
05/18/2020,Suffolk,103,"38,327","2,118","136,761",,
05/19/2020,Suffolk,84,"38,411","2,416","139,177",,
05/20/2020,Suffolk,142,"38,553","3,623","142,800",,
05/21/2020,Suffolk,119,"38,672","3,022","145,822",,
05/22/2020,Suffolk,130,"38,802","4,005","149,827",,
05/23/2020,Suffolk,162,"38,964","3,865","153,692",,
05/24/2020,Suffolk,126,"39,090","4,010","157,702",,
05/25/2020,Suffolk,109,"39,199","3,241","160,943",,
05/26/2020,Suffolk,59,"39,258","2,492","163,435",,
05/27/2020,Suffolk,101,"39,359","4,482","167,917",,
05/28/2020,Suffolk,86,"39,445","4,591","172,508",,
05/29/2020,Suffolk,87,"39,532","4,388","176,896",,
05/30/2020,Suffolk,111,"39,643","5,138","182,034",,
05/31/2020,Suffolk,62,"39,705","4,294","186,328",,
06/01/2020,Suffolk,275,"39,980","4,365","190,693",,
06/02/2020,Suffolk,82,"40,062","4,840","195,533",,
06/03/2020,Suffolk,91,"40,153","5,178","200,711",,
06/04/2020,Suffolk,86,"40,239","5,202","205,913",,
06/05/2020,Suffolk,39,"40,278","5,505","211,418",,
06/06/2020,Suffolk,51,"40,329","4,582","216,000",,
06/07/2020,Suffolk,48,"40,377","4,833","220,833",,
06/08/2020,Suffolk,49,"40,426","4,098","224,931",,
06/09/2020,Suffolk,38,"40,464","4,099","229,030",,
06/10/2020,Suffolk,48,"40,512","5,079","234,109",,
06/11/2020,Suffolk,47,"40,559","5,206","239,315",,
06/12/2020,Suffolk,56,"40,615","5,879","245,194",,
06/13/2020,Suffolk,44,"40,659","4,243","249,437",,
06/14/2020,Suffolk,33,"40,692","4,110","253,547",,
06/15/2020,Suffolk,46,"40,738","4,866","258,413",,
06/16/2020,Suffolk,32,"40,770","4,086","262,499",,
06/17/2020,Suffolk,40,"40,810","5,476","267,975",,
06/18/2020,Suffolk,54,"40,864","5,570","273,545",,
06/19/2020,Suffolk,44,"40,908","4,391","277,936",,
06/20/2020,Suffolk,64,"40,972","5,243","283,179",,
06/21/2020,Suffolk,38,"41,010","3,952","287,131",,
06/22/2020,Suffolk,46,"41,056","3,530","290,661",,
06/23/2020,Suffolk,45,"41,101","3,941","294,602",,
06/24/2020,Suffolk,50,"41,151","5,529","300,131",,
06/25/2020,Suffolk,57,"41,208","5,076","305,207",,
06/26/2020,Suffolk,45,"41,253","4,615","309,822",,
06/27/2020,Suffolk,53,"41,306","5,095","314,917",,
06/28/2020,Suffolk,33,"41,339","4,481","319,398",,
06/29/2020,Suffolk,46,"41,385","3,312","322,710",,
06/30/2020,Suffolk,42,"41,427","4,047","326,757",,
07/01/2020,Suffolk,64,"41,491","5,730","332,487",,
07/02/2020,Suffolk,47,"41,538","4,791","337,278",,
07/03/2020,Suffolk,47,"41,585","4,110","341,388",,
07/04/2020,Suffolk,57,"41,642","5,933","347,321",,
07/05/2020,Suffolk,43,"41,685","3,812","351,133",,
07/06/2020,Suffolk,45,"41,730","4,226","355,359",,
07/07/2020,Suffolk,69,"41,799","4,108","359,467",,
07/08/2020,Suffolk,50,"41,849","5,372","364,839",,
07/09/2020,Suffolk,62,"41,911","6,245","371,084",,
07/10/2020,Suffolk,76,"41,987","5,490","376,574",,
07/11/2020,Suffolk,41,"42,028","4,260","380,834",,
07/12/2020,Suffolk,84,"42,112","4,517","385,351",,
07/13/2020,Suffolk,102,"42,214","4,795","390,146",,
07/14/2020,Suffolk,53,"42,267","4,756","394,902",,
07/15/2020,Suffolk,66,"42,333","6,205","401,107",,
07/16/2020,Suffolk,49,"42,382","4,822","405,929",,
07/17/2020,Suffolk,58,"42,440","4,671","410,600",,
07/18/2020,Suffolk,26,"42,466","2,755","413,355",,
07/19/2020,Suffolk,30,"42,496","4,235","417,590",,
07/20/2020,Suffolk,79,"42,575","4,508","422,098",,
07/21/2020,Suffolk,46,"42,621","4,070","426,168",,
07/22/2020,Suffolk,94,"42,715","5,525","431,693",,
07/23/2020,Suffolk,58,"42,773","6,010","437,703",,
07/24/2020,Suffolk,49,"42,822","5,594","443,297",,
07/25/2020,Suffolk,61,"42,883","4,214","447,511",,
07/26/2020,Suffolk,84,"42,967","5,292","452,803",,
07/27/2020,Suffolk,57,"43,024","4,926","457,729",,
07/28/2020,Suffolk,60,"43,084","4,399","462,128",,
07/29/2020,Suffolk,86,"43,170","6,247","468,375",,
07/30/2020,Suffolk,54,"43,224","5,371","473,746",,
07/31/2020,Suffolk,76,"43,300","6,595","480,341",,
08/01/2020,Suffolk,45,"43,345","4,797","485,138",,
08/02/2020,Suffolk,50,"43,395","4,339","489,477",,
08/03/2020,Suffolk,73,"43,468","5,697","495,174",,
08/04/2020,Suffolk,85,"43,553","5,570","500,744",,
08/05/2020,Suffolk,77,"43,630","7,082","507,826",,
08/06/2020,Suffolk,51,"43,681","5,537","513,363",,
08/07/2020,Suffolk,68,"43,749","6,401","519,764",,
08/08/2020,Suffolk,37,"43,786","6,048","525,812",,
08/09/2020,Suffolk,58,"43,844","4,029","529,841",,
08/10/2020,Suffolk,49,"43,893","4,999","534,840",,
08/11/2020,Suffolk,55,"43,948","5,030","539,870",,
08/12/2020,Suffolk,39,"43,987","6,363","546,233",,
08/13/2020,Suffolk,58,"44,045","6,154","552,387",,
08/14/2020,Suffolk,64,"44,109","6,312","558,699",,
08/15/2020,Suffolk,50,"44,159","5,886","564,585",,
08/16/2020,Suffolk,26,"44,185","3,839","568,424",,
08/17/2020,Suffolk,50,"44,235","4,631","573,055",,
08/18/2020,Suffolk,70,"44,305","7,334","580,389",,
08/19/2020,Suffolk,48,"44,353","6,779","587,168",,
08/20/2020,Suffolk,47,"44,400","6,908","594,076",,
08/21/2020,Suffolk,56,"44,456","7,213","601,289",,
08/22/2020,Suffolk,42,"44,498","5,256","606,545",,
08/23/2020,Suffolk,21,"44,519","4,910","611,455",,
08/24/2020,Suffolk,42,"44,561","4,505","615,960",,
08/25/2020,Suffolk,44,"44,605","4,955","620,915",,
08/26/2020,Suffolk,36,"44,641","6,990","627,905",,
08/27/2020,Suffolk,37,"44,678","7,132","635,037",,
08/28/2020,Suffolk,34,"44,712","6,415","641,452",,
08/29/2020,Suffolk,51,"44,763","7,199","648,651",,
08/30/2020,Suffolk,57,"44,820","5,198","653,849",,
08/31/2020,Suffolk,65,"44,885","8,045","661,894",,
09/01/2020,Suffolk,55,"44,940","5,761","667,655",,
09/02/2020,Suffolk,66,"45,006","6,644","674,299",,
09/03/2020,Suffolk,96,"45,102","6,039","680,338",,
09/04/2020,Suffolk,98,"45,200","6,619","686,957",,
09/05/2020,Suffolk,58,"45,258","5,274","692,231",,
09/06/2020,Suffolk,46,"45,304","4,364","696,595",,
09/07/2020,Suffolk,52,"45,356","3,680","700,275",,
09/08/2020,Suffolk,55,"45,411","3,080","703,355",,
09/09/2020,Suffolk,52,"45,463","6,741","710,096",,
09/10/2020,Suffolk,71,"45,534","6,839","716,935",,
09/11/2020,Suffolk,81,"45,615","6,077","723,012",,
09/12/2020,Suffolk,68,"45,683","6,000","729,012",,
09/13/2020,Suffolk,31,"45,714","4,905","733,917",,
09/14/2020,Suffolk,71,"45,785","5,634","739,551",,
09/15/2020,Suffolk,58,"45,843","4,753","744,304",,
09/16/2020,Suffolk,72,"45,915","8,319","752,623",,
09/17/2020,Suffolk,41,"45,956","5,925","758,548",,
09/18/2020,Suffolk,54,"46,010","8,053","766,601",,
09/19/2020,Suffolk,51,"46,061","6,712","773,313",,
09/20/2020,Suffolk,48,"46,109","5,208","778,521",,
09/21/2020,Suffolk,67,"46,176","5,863","784,384",,
09/22/2020,Suffolk,32,"46,208","5,254","789,638",,
09/23/2020,Suffolk,33,"46,241","6,408","796,046",,
09/24/2020,Suffolk,52,"46,293","5,646","801,692",,
09/25/2020,Suffolk,52,"46,345","6,759","808,451",,
09/26/2020,Suffolk,42,"46,387","5,435","813,886",,
09/27/2020,Suffolk,41,"46,428","4,697","818,583",,
09/28/2020,Suffolk,36,"46,464","4,300","822,883",,
09/29/2020,Suffolk,53,"46,517","3,988","826,871",,
09/30/2020,Suffolk,46,"46,563","5,924","832,795",,
10/01/2020,Suffolk,104,"46,667","8,609","841,404",,
10/02/2020,Suffolk,103,"46,770","10,195","851,599",,
10/03/2020,Suffolk,72,"46,842","8,656","860,255",,
10/04/2020,Suffolk,49,"46,891","5,724","865,979",,
10/05/2020,Suffolk,89,"46,980","8,563","874,542",,
10/06/2020,Suffolk,109,"47,089","10,845","885,387",,
10/07/2020,Suffolk,107,"47,196","11,812","897,199",,
10/08/2020,Suffolk,89,"47,285","8,946","906,145",,
10/09/2020,Suffolk,72,"47,357","7,703","913,848",,
10/10/2020,Suffolk,74,"47,431","8,565","922,413",,
10/11/2020,Suffolk,62,"47,493","5,651","928,064",,
10/12/2020,Suffolk,68,"47,561","7,109","935,173",,
10/13/2020,Suffolk,69,"47,630","7,745","942,918",,
10/14/2020,Suffolk,81,"47,711","7,801","950,719",,
10/15/2020,Suffolk,104,"47,815","9,276","959,995",,
10/16/2020,Suffolk,126,"47,941","12,149","972,144",,
10/17/2020,Suffolk,88,"48,029","8,887","981,031",,
10/18/2020,Suffolk,51,"48,080","5,554","986,585",,
10/19/2020,Suffolk,41,"48,121","5,978","992,563",,
10/20/2020,Suffolk,113,"48,234","7,837","1,000,400",,
10/21/2020,Suffolk,74,"48,308","8,143","1,008,543",,
10/22/2020,Suffolk,91,"48,399","9,115","1,017,658",,
10/23/2020,Suffolk,163,"48,562","9,623","1,027,281",,
10/24/2020,Suffolk,101,"48,663","7,576","1,034,857",,
10/25/2020,Suffolk,54,"48,717","5,071","1,039,928",,
10/26/2020,Suffolk,112,"48,829","6,767","1,046,695",,
10/27/2020,Suffolk,169,"48,998","8,769","1,055,464",,
10/28/2020,Suffolk,200,"49,198","13,426","1,068,890",,
10/29/2020,Suffolk,102,"49,300","9,696","1,078,586",,
10/30/2020,Suffolk,96,"49,396","8,488","1,087,074",,
10/31/2020,Suffolk,142,"49,538","10,200","1,097,274",,
11/01/2020,Suffolk,66,"49,604","5,501","1,102,775",,
11/02/2020,Suffolk,176,"49,780","9,927","1,112,702",,
11/03/2020,Suffolk,74,"49,854","7,486","1,120,188",,
11/04/2020,Suffolk,179,"50,033","10,371","1,130,559",,
11/05/2020,Suffolk,177,"50,210","10,332","1,140,891",,
11/06/2020,Suffolk,259,"50,469","10,353","1,151,244",,
11/07/2020,Suffolk,259,"50,728","9,743","1,160,987",,
11/08/2020,Suffolk,324,"51,052","8,467","1,169,454",,
11/09/2020,Suffolk,280,"51,332","7,813","1,177,267",,
11/10/2020,Suffolk,412,"51,744","12,162","1,189,429",,
11/11/2020,Suffolk,321,"52,065","10,924","1,200,353",,
11/12/2020,Suffolk,428,"52,493","11,768","1,212,121",,
11/13/2020,Suffolk,449,"52,942","12,149","1,224,270",,
11/14/2020,Suffolk,366,"53,308","12,561","1,236,831",,
11/15/2020,Suffolk,345,"53,653","9,345","1,246,176",,
11/16/2020,Suffolk,402,"54,055","11,729","1,257,905",,
11/17/2020,Suffolk,430,"54,485","11,360","1,269,265",,
11/18/2020,Suffolk,431,"54,916","13,645","1,282,910",,
11/19/2020,Suffolk,413,"55,329","14,807","1,297,717",,
11/20/2020,Suffolk,478,"55,807","17,718","1,315,435",,
11/21/2020,Suffolk,532,"56,339","14,027","1,329,462",,
11/22/2020,Suffolk,526,"56,865","13,623","1,343,085",,
11/23/2020,Suffolk,501,"57,366","12,670","1,355,755",,
11/24/2020,Suffolk,543,"57,909","12,795","1,368,550",,
11/25/2020,Suffolk,653,"58,562","18,628","1,387,178",,
11/26/2020,Suffolk,711,"59,273","18,438","1,405,616",,
11/27/2020,Suffolk,537,"59,810","14,089","1,419,705",,
11/28/2020,Suffolk,604,"60,414","12,348","1,432,053",,
11/29/2020,Suffolk,658,"61,072","13,745","1,445,798",,
11/30/2020,Suffolk,609,"61,681","11,688","1,457,486",,
12/01/2020,Suffolk,966,"62,647","16,615","1,474,101",,
12/02/2020,Suffolk,"1,111","63,758","18,399","1,492,500",,
12/03/2020,Suffolk,"1,171","64,929","18,146","1,510,646",,
12/04/2020,Suffolk,"1,064","65,993","17,268","1,527,914",,
12/05/2020,Suffolk,"1,119","67,112","17,711","1,545,625",,
12/06/2020,Suffolk,748,"67,860","12,137","1,557,762",,
12/07/2020,Suffolk,"1,164","69,024","17,883","1,575,645",,
12/08/2020,Suffolk,972,"69,996","15,586","1,591,231",,
12/09/2020,Suffolk,"1,047","71,043","17,049","1,608,280",,
12/10/2020,Suffolk,"1,075","72,118","16,941","1,625,221",,
12/11/2020,Suffolk,"1,163","73,281","20,204","1,645,425",,
12/12/2020,Suffolk,"1,086","74,367","17,213","1,662,638",,
12/13/2020,Suffolk,"1,087","75,454","16,241","1,678,879",,
12/14/2020,Suffolk,"1,171","76,625","17,833","1,696,712",,
12/15/2020,Suffolk,"1,056","77,681","12,860","1,709,572",,
12/16/2020,Suffolk,"1,169","78,850","17,296","1,726,868",,
12/17/2020,Suffolk,"1,197","80,047","16,531","1,743,399",,
12/18/2020,Suffolk,942,"80,989","15,052","1,758,451",,
12/19/2020,Suffolk,"1,145","82,134","15,670","1,774,121",,
12/20/2020,Suffolk,978,"83,112","13,180","1,787,301",,
12/21/2020,Suffolk,"1,034","84,146","14,282","1,801,583",,
12/22/2020,Suffolk,"1,239","85,385","17,085","1,818,668",,
12/23/2020,Suffolk,"1,330","86,715","18,660","1,837,328",,
12/24/2020,Suffolk,"1,270","87,985","18,087","1,855,415",,
12/25/2020,Suffolk,"1,272","89,257","17,611","1,873,026",,
12/26/2020,Suffolk,885,"90,142","12,554","1,885,580",,
12/27/2020,Suffolk,"1,037","91,179","11,377","1,896,957",,
12/28/2020,Suffolk,"1,212","92,391","13,620","1,910,577",,
12/29/2020,Suffolk,"1,650","94,041","12,909","1,923,486",,
12/30/2020,Suffolk,"2,016","96,057","19,194","1,942,680",,
12/31/2020,Suffolk,"1,874","97,931","19,417","1,962,097",,
01/01/2021,Suffolk,"1,786","99,717","18,676","1,980,773",,
01/02/2021,Suffolk,"1,516","101,233","14,261","1,995,034",,
01/03/2021,Suffolk,"1,232","102,465","10,876","2,005,910",,
01/04/2021,Suffolk,"1,554","104,019","14,273","2,020,183",,
01/05/2021,Suffolk,"2,042","106,061","18,645","2,038,828",,
01/06/2021,Suffolk,"2,194","108,255","20,941","2,059,769",,
01/07/2021,Suffolk,"1,954","110,209","17,917","2,077,686",,
01/08/2021,Suffolk,"2,002","112,211","20,450","2,098,136",,
01/09/2021,Suffolk,"1,732","113,943","18,104","2,116,240",,
01/10/2021,Suffolk,"1,546","115,489","20,387","2,136,627",,
01/11/2021,Suffolk,"1,667","117,156","17,303","2,153,930",,
01/12/2021,Suffolk,"1,673","118,829","17,104","2,171,034",,
01/13/2021,Suffolk,"1,587","120,416","16,976","2,188,010",,
01/14/2021,Suffolk,"2,181","122,597","27,442","2,215,452",,
01/15/2021,Suffolk,"1,787","124,384","21,598","2,237,050",,
01/16/2021,Suffolk,"1,541","125,925","20,408","2,257,458",,
01/17/2021,Suffolk,"1,362","127,287","16,006","2,273,464",,
01/18/2021,Suffolk,"1,293","128,580","15,314","2,288,778",,
01/19/2021,Suffolk,"1,224","129,804","15,580","2,304,358",,
01/20/2021,Suffolk,"1,505","131,309","19,999","2,324,357",,
01/21/2021,Suffolk,"1,439","132,748","20,514","2,344,871",,
01/22/2021,Suffolk,"1,309","134,057","19,963","2,364,834",,
01/23/2021,Suffolk,"1,117","135,174","17,867","2,382,701",,
01/24/2021,Suffolk,"1,419","136,593","19,154","2,401,855",,
01/25/2021,Suffolk,"1,135","137,728","13,296","2,415,151",,
01/26/2021,Suffolk,"1,084","138,812","15,329","2,430,480",,
01/27/2021,Suffolk,"1,301","140,113","19,070","2,449,550",,
01/28/2021,Suffolk,"1,241","141,354","21,491","2,471,041",,
01/29/2021,Suffolk,"1,130","142,484","19,216","2,490,257",,
01/30/2021,Suffolk,"1,014","143,498","17,429","2,507,686",,
01/31/2021,Suffolk,839,"144,337","14,461","2,522,147",,
02/01/2021,Suffolk,778,"145,115","11,388","2,533,535",,
02/02/2021,Suffolk,527,"145,642","8,925","2,542,460",,
02/03/2021,Suffolk,651,"146,293","12,733","2,555,193",,
02/04/2021,Suffolk,771,"147,064","15,461","2,570,654",,
02/05/2021,Suffolk,"1,100","148,164","18,575","2,589,229",,
02/06/2021,Suffolk,854,"149,018","16,379","2,605,608",,
02/07/2021,Suffolk,696,"149,714","11,990","2,617,598",,
02/08/2021,Suffolk,712,"150,426","13,483","2,631,081",,
02/09/2021,Suffolk,539,"150,965","11,502","2,642,583",,
02/10/2021,Suffolk,828,"151,793","19,731","2,662,314",,
02/11/2021,Suffolk,810,"152,603","17,462","2,679,776",,
02/12/2021,Suffolk,724,"153,327","16,399","2,696,175",,
02/13/2021,Suffolk,771,"154,098","16,673","2,712,848",,
02/14/2021,Suffolk,525,"154,623","13,530","2,726,378",,
02/15/2021,Suffolk,526,"155,149","10,353","2,736,731",,
02/16/2021,Suffolk,590,"155,739","12,965","2,749,696",,
02/17/2021,Suffolk,461,"156,200","13,817","2,763,513",,
02/18/2021,Suffolk,714,"156,914","17,386","2,780,899",,
02/19/2021,Suffolk,602,"157,516","14,759","2,795,658",,
02/20/2021,Suffolk,513,"158,029","13,033","2,808,691",,
02/21/2021,Suffolk,563,"158,592","10,767","2,819,458",,
02/22/2021,Suffolk,554,"159,146","10,476","2,829,934",,
02/23/2021,Suffolk,425,"159,571","15,175","2,845,109",,
02/24/2021,Suffolk,721,"160,292","18,489","2,863,598",,
02/25/2021,Suffolk,675,"160,967","17,389","2,880,987",,
02/26/2021,Suffolk,665,"161,632","17,392","2,898,379",,
02/27/2021,Suffolk,611,"162,243","15,987","2,914,366",,
02/28/2021,Suffolk,575,"162,818","11,764","2,926,130",,
03/01/2021,Suffolk,498,"163,316","10,787","2,936,917",,
03/02/2021,Suffolk,569,"163,885","13,830","2,950,747",,
03/03/2021,Suffolk,654,"164,539","16,516","2,967,263",,
03/04/2021,Suffolk,750,"165,289","18,299","2,985,562",,
03/05/2021,Suffolk,590,"165,879","16,308","3,001,870",,
03/06/2021,Suffolk,618,"166,497","14,889","3,016,759",,
03/07/2021,Suffolk,552,"167,049","12,801","3,029,560",,
03/08/2021,Suffolk,552,"167,601","12,327","3,041,887",,
03/09/2021,Suffolk,598,"168,199","13,670","3,055,557",,
03/10/2021,Suffolk,565,"168,764","15,925","3,071,482",,
03/11/2021,Suffolk,798,"169,562","18,807","3,090,289",,
03/12/2021,Suffolk,664,"170,226","15,974","3,106,263",,
03/13/2021,Suffolk,512,"170,738","12,553","3,118,816",,
