Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,,
03/14/2021,Suffolk,560,"171,298","11,060","3,129,876",,
03/15/2021,Suffolk,652,"171,950","11,633","3,141,509",,
03/16/2021,Suffolk,720,"172,670","16,783","3,158,292",,
03/17/2021,Suffolk,651,"173,321","17,074","3,175,366",,
03/18/2021,Suffolk,711,"174,032","18,166","3,193,532",,
03/19/2021,Suffolk,767,"174,799","18,224","3,211,756",,
03/20/2021,Suffolk,729,"175,528","16,022","3,227,778",,
03/21/2021,Suffolk,612,"176,140","10,821","3,238,599",,
03/22/2021,Suffolk,529,"176,669","11,195","3,249,794",,
03/23/2021,Suffolk,665,"177,334","15,458","3,265,252",,
03/24/2021,Suffolk,743,"178,077","18,620","3,283,872",,
03/25/2021,Suffolk,736,"178,813","19,655","3,303,527",,
03/26/2021,Suffolk,711,"179,524","16,602","3,320,129",,
03/27/2021,Suffolk,797,"180,321","15,943","3,336,072",,
03/28/2021,Suffolk,685,"181,006","13,214","3,349,286",,
03/29/2021,Suffolk,612,"181,618","11,510","3,360,796",,
03/30/2021,Suffolk,824,"182,442","17,595","3,378,391",,
03/31/2021,Suffolk,764,"183,206","19,403","3,397,794",,
04/01/2021,Suffolk,706,"183,912","15,235","3,413,029",,
04/02/2021,Suffolk,733,"184,645","18,397","3,431,426",,
04/03/2021,Suffolk,700,"185,345","16,061","3,447,487",,
04/04/2021,Suffolk,566,"185,911","11,901","3,459,388",,
04/05/2021,Suffolk,576,"186,487","13,068","3,472,456",,
04/06/2021,Suffolk,662,"187,149","14,560","3,487,016",,
04/07/2021,Suffolk,925,"188,074","21,009","3,508,025",,
04/08/2021,Suffolk,731,"188,805","20,503","3,528,528",,
04/09/2021,Suffolk,619,"189,424","18,353","3,546,881",,
04/10/2021,Suffolk,590,"190,014","16,013","3,562,894",,
04/11/2021,Suffolk,449,"190,463","9,195","3,572,089",,
04/12/2021,Suffolk,426,"190,889","10,600","3,582,689",,
04/13/2021,Suffolk,490,"191,379","14,390","3,597,079",,
04/14/2021,Suffolk,627,"192,006","19,341","3,616,420",,
04/15/2021,Suffolk,535,"192,541","15,686","3,632,106",,
04/16/2021,Suffolk,610,"193,151","18,817","3,650,923",,
04/17/2021,Suffolk,395,"193,546","16,099","3,667,022",,
04/18/2021,Suffolk,373,"193,919","11,189","3,678,211",,
04/19/2021,Suffolk,290,"194,209","8,479","3,686,690",,
04/20/2021,Suffolk,303,"194,512","12,542","3,699,232",,
04/21/2021,Suffolk,356,"194,868","18,197","3,717,429",,
04/22/2021,Suffolk,341,"195,209","15,865","3,733,294",,
04/23/2021,Suffolk,325,"195,534","15,947","3,749,241",,
04/24/2021,Suffolk,330,"195,864","14,738","3,763,979",,
04/25/2021,Suffolk,237,"196,101","9,254","3,773,233",,
04/26/2021,Suffolk,204,"196,305","7,682","3,780,915",,
04/27/2021,Suffolk,230,"196,535","10,449","3,791,364",,
04/28/2021,Suffolk,271,"196,806","15,628","3,806,992",,
04/29/2021,Suffolk,289,"197,095","14,614","3,821,606",,
04/30/2021,Suffolk,261,"197,356","15,795","3,837,401",,
05/01/2021,Suffolk,190,"197,546","12,108","3,849,509",,
05/02/2021,Suffolk,172,"197,718","9,535","3,859,044",,
05/03/2021,Suffolk,148,"197,866","7,035","3,866,079",,
05/04/2021,Suffolk,157,"198,023","10,779","3,876,858",,
05/05/2021,Suffolk,160,"198,183","13,182","3,890,040",,
05/06/2021,Suffolk,169,"198,352","13,154","3,903,194",,
05/07/2021,Suffolk,222,"198,574","17,440","3,920,634",,
05/08/2021,Suffolk,121,"198,695","10,204","3,930,838",,
05/09/2021,Suffolk,107,"198,802","8,161","3,938,999",,
05/10/2021,Suffolk,104,"198,906","7,703","3,946,702",,
05/11/2021,Suffolk,119,"199,025","10,927","3,957,629",,
05/12/2021,Suffolk,123,"199,148","14,248","3,971,877",,
05/13/2021,Suffolk,134,"199,282","13,732","3,985,609",,
05/14/2021,Suffolk,129,"199,411","12,818","3,998,427",,
05/15/2021,Suffolk,95,"199,506","10,948","4,009,375",,
05/16/2021,Suffolk,86,"199,592","7,936","4,017,311",,
05/17/2021,Suffolk,68,"199,660","7,895","4,025,206",,
05/18/2021,Suffolk,79,"199,739","9,697","4,034,903",,
05/19/2021,Suffolk,85,"199,824","12,360","4,047,263",,
05/20/2021,Suffolk,80,"199,904","12,697","4,059,960",,
05/21/2021,Suffolk,87,"199,991","11,710","4,071,670",,
05/22/2021,Suffolk,67,"200,058","9,003","4,080,673",,
05/23/2021,Suffolk,57,"200,115","7,253","4,087,926",,
05/24/2021,Suffolk,48,"200,163","6,017","4,093,943",,
05/25/2021,Suffolk,42,"200,205","7,968","4,101,911",,
05/26/2021,Suffolk,72,"200,277","10,701","4,112,612",,
05/27/2021,Suffolk,56,"200,333","11,178","4,123,790",,
05/28/2021,Suffolk,60,"200,393","9,485","4,133,275",,
05/29/2021,Suffolk,108,"200,501","7,802","4,141,077",,
05/30/2021,Suffolk,19,"200,520","6,019","4,147,096",,
05/31/2021,Suffolk,28,"200,548","3,825","4,150,921",,
06/01/2021,Suffolk,27,"200,575","4,089","4,155,010",,
06/02/2021,Suffolk,43,"200,618","8,775","4,163,785",,
06/03/2021,Suffolk,38,"200,656","13,567","4,177,352",,
06/04/2021,Suffolk,48,"200,704","9,542","4,186,894",,
06/05/2021,Suffolk,23,"200,727","8,110","4,195,004",,
06/06/2021,Suffolk,39,"200,766","5,832","4,200,836",,
06/07/2021,Suffolk,32,"200,798","5,944","4,206,780",,
06/08/2021,Suffolk,26,"200,824","7,983","4,214,763",,
06/09/2021,Suffolk,34,"200,858","10,412","4,225,175",,
06/10/2021,Suffolk,37,"200,895","9,530","4,234,705",,
06/11/2021,Suffolk,64,"200,959","11,423","4,246,128",,
06/12/2021,Suffolk,30,"200,989","7,574","4,253,702",,
06/13/2021,Suffolk,19,"201,008","4,384","4,258,086",,
06/14/2021,Suffolk,28,"201,036","4,227","4,262,313",,
06/15/2021,Suffolk,34,"201,070","7,365","4,269,678",,
06/16/2021,Suffolk,42,"201,112","8,835","4,278,513",,
06/17/2021,Suffolk,27,"201,139","8,276","4,286,789",,
06/18/2021,Suffolk,29,"201,168","7,071","4,293,860",,
06/19/2021,Suffolk,25,"201,193","6,644","4,300,504",,
06/20/2021,Suffolk,26,"201,219","4,818","4,305,322",,
06/21/2021,Suffolk,18,"201,237","4,910","4,310,232",,
06/22/2021,Suffolk,24,"201,261","7,022","4,317,254",,
06/23/2021,Suffolk,31,"201,292","8,455","4,325,709",,
06/24/2021,Suffolk,18,"201,310","6,816","4,332,525",,
06/25/2021,Suffolk,32,"201,342","7,545","4,340,070",,
06/26/2021,Suffolk,26,"201,368","7,154","4,347,224",,
06/27/2021,Suffolk,30,"201,398","4,849","4,352,073",,
06/28/2021,Suffolk,20,"201,418","3,873","4,355,946",,
06/29/2021,Suffolk,13,"201,431","6,091","4,362,037",,
06/30/2021,Suffolk,25,"201,456","6,751","4,368,788",,
07/01/2021,Suffolk,33,"201,489","6,015","4,374,803",,
07/02/2021,Suffolk,41,"201,530","6,289","4,381,092",,
07/03/2021,Suffolk,25,"201,555","5,188","4,386,280",,
07/04/2021,Suffolk,25,"201,580","3,870","4,390,150",,
07/05/2021,Suffolk,22,"201,602","2,510","4,392,660",,
07/06/2021,Suffolk,31,"201,633","2,928","4,395,588",,
07/07/2021,Suffolk,30,"201,663","6,995","4,402,583",,
07/08/2021,Suffolk,55,"201,718","5,871","4,408,454",,
07/09/2021,Suffolk,52,"201,770","6,206","4,414,660",,
07/10/2021,Suffolk,39,"201,809","4,815","4,419,475",,
07/11/2021,Suffolk,41,"201,850","3,896","4,423,371",,
07/12/2021,Suffolk,54,"201,904","3,627","4,426,998",,
07/13/2021,Suffolk,60,"201,964","4,968","4,431,966",,
07/14/2021,Suffolk,83,"202,047","5,599","4,437,565",,
07/15/2021,Suffolk,73,"202,120","6,093","4,443,658",,
07/16/2021,Suffolk,75,"202,195","6,073","4,449,731",,
07/17/2021,Suffolk,80,"202,275","5,230","4,454,961",,
07/18/2021,Suffolk,88,"202,363","3,923","4,458,884",,
07/19/2021,Suffolk,97,"202,460","4,838","4,463,722",,
07/20/2021,Suffolk,125,"202,585","5,776","4,469,498",,
07/21/2021,Suffolk,126,"202,711","6,537","4,476,035",,
07/22/2021,Suffolk,152,"202,863","8,230","4,484,265",,
07/23/2021,Suffolk,164,"203,027","7,522","4,491,787",,
07/24/2021,Suffolk,159,"203,186","6,375","4,498,162",,
07/25/2021,Suffolk,131,"203,317","4,384","4,502,546",,
07/26/2021,Suffolk,130,"203,447","4,793","4,507,339",,
07/27/2021,Suffolk,187,"203,634","6,689","4,514,028",,
07/28/2021,Suffolk,183,"203,817","6,865","4,520,893",,
07/29/2021,Suffolk,266,"204,083","8,348","4,529,241",,
07/30/2021,Suffolk,251,"204,334","8,203","4,537,444",,
07/31/2021,Suffolk,230,"204,564","6,699","4,544,143",,
08/01/2021,Suffolk,223,"204,787","5,754","4,549,897",,
08/02/2021,Suffolk,309,"205,096","6,903","4,556,800",,
08/03/2021,Suffolk,284,"205,380","7,935","4,564,735",,
08/04/2021,Suffolk,301,"205,681","9,098","4,573,833",,
08/05/2021,Suffolk,314,"205,995","10,196","4,584,029",,
08/06/2021,Suffolk,407,"206,402","10,378","4,594,407",,
08/07/2021,Suffolk,304,"206,706","7,650","4,602,057",,
08/08/2021,Suffolk,340,"207,046","8,557","4,610,614",,
08/09/2021,Suffolk,259,"207,305","5,529","4,616,143",,
08/10/2021,Suffolk,380,"207,685","9,818","4,625,961",,
08/11/2021,Suffolk,335,"208,020","10,220","4,636,181",,
08/12/2021,Suffolk,420,"208,440","11,546","4,647,727",,
08/13/2021,Suffolk,356,"208,796","9,687","4,657,414",,
08/14/2021,Suffolk,340,"209,136","9,067","4,666,481",,
08/15/2021,Suffolk,476,"209,612","8,491","4,674,972",,
08/16/2021,Suffolk,280,"209,892","5,597","4,680,569",,
08/17/2021,Suffolk,528,"210,420","12,631","4,693,200",,
08/18/2021,Suffolk,515,"210,935","12,216","4,705,416",,
08/19/2021,Suffolk,568,"211,503","12,453","4,717,869",,
08/20/2021,Suffolk,472,"211,975","13,640","4,731,509",,
08/21/2021,Suffolk,425,"212,400","10,542","4,742,051",,
08/22/2021,Suffolk,409,"212,809","8,133","4,750,184",,
08/23/2021,Suffolk,312,"213,121","6,664","4,756,848",,
08/24/2021,Suffolk,420,"213,541","10,415","4,767,263",,
08/25/2021,Suffolk,676,"214,217","12,561","4,779,824",,
08/26/2021,Suffolk,635,"214,852","13,486","4,793,310",,
08/27/2021,Suffolk,557,"215,409","12,648","4,805,958",,
08/28/2021,Suffolk,467,"215,876","10,489","4,816,447",,
08/29/2021,Suffolk,440,"216,316","8,660","4,825,107",,
08/30/2021,Suffolk,382,"216,698","7,268","4,832,375",,
08/31/2021,Suffolk,457,"217,155","10,296","4,842,671",,
09/01/2021,Suffolk,521,"217,676","11,853","4,854,524",,
09/02/2021,Suffolk,722,"218,398","14,436","4,868,960",,
09/03/2021,Suffolk,442,"218,840","10,824","4,879,784",,
09/04/2021,Suffolk,547,"219,387","12,257","4,892,041",,
09/05/2021,Suffolk,315,"219,702","5,931","4,897,972",,
09/06/2021,Suffolk,394,"220,096","6,715","4,904,687",,
09/07/2021,Suffolk,437,"220,533","7,740","4,912,427",,
09/08/2021,Suffolk,535,"221,068","11,985","4,924,412",,
09/09/2021,Suffolk,728,"221,796","16,046","4,940,458",,
09/10/2021,Suffolk,460,"222,256","12,260","4,952,718",,
09/11/2021,Suffolk,520,"222,776","12,348","4,965,066",,
09/12/2021,Suffolk,211,"222,987","6,325","4,971,391",,
09/13/2021,Suffolk,556,"223,543","10,161","4,981,552",,
09/14/2021,Suffolk,525,"224,068","11,555","4,993,107",,
09/15/2021,Suffolk,595,"224,663","14,055","5,007,162",,
09/16/2021,Suffolk,702,"225,365","16,929","5,024,091",,
09/17/2021,Suffolk,512,"225,877","13,780","5,037,871",,
09/18/2021,Suffolk,444,"226,321","11,767","5,049,638",,
09/19/2021,Suffolk,253,"226,574","6,665","5,056,303",,
09/20/2021,Suffolk,607,"227,181","11,608","5,067,911",,
09/21/2021,Suffolk,454,"227,635","12,379","5,080,290",,
09/22/2021,Suffolk,535,"228,170","13,771","5,094,061",,
09/23/2021,Suffolk,549,"228,719","16,241","5,110,302",,
09/24/2021,Suffolk,567,"229,286","13,749","5,124,051",,
09/25/2021,Suffolk,409,"229,695","12,751","5,136,802",,
09/26/2021,Suffolk,295,"229,990","7,651","5,144,453",,
09/27/2021,Suffolk,469,"230,459","10,396","5,154,849",,
09/28/2021,Suffolk,493,"230,952","11,654","5,166,503",,
09/29/2021,Suffolk,511,"231,463","16,069","5,182,572",,
09/30/2021,Suffolk,442,"231,905","14,874","5,197,446",,
10/01/2021,Suffolk,451,"232,356","13,827","5,211,273",,
10/02/2021,Suffolk,432,"232,788","12,010","5,223,283",,
10/03/2021,Suffolk,220,"233,008","7,303","5,230,586",,
10/04/2021,Suffolk,354,"233,362","9,631","5,240,217",,
10/05/2021,Suffolk,514,"233,876","15,182","5,255,399",,
10/06/2021,Suffolk,453,"234,329","15,055","5,270,454",,
10/07/2021,Suffolk,427,"234,756","15,185","5,285,639",,
10/08/2021,Suffolk,433,"235,189","13,693","5,299,332",,
10/09/2021,Suffolk,295,"235,484","8,085","5,307,417",,
10/10/2021,Suffolk,349,"235,833","12,266","5,319,683",,
10/11/2021,Suffolk,415,"236,248","9,492","5,329,175",,
10/12/2021,Suffolk,382,"236,630","11,655","5,340,830",,
10/13/2021,Suffolk,342,"236,972","13,675","5,354,505",,
10/14/2021,Suffolk,534,"237,506","16,266","5,370,771",,
10/15/2021,Suffolk,453,"237,959","13,549","5,384,320",,
10/16/2021,Suffolk,359,"238,318","13,195","5,397,515",,
10/17/2021,Suffolk,176,"238,494","7,494","5,405,009",,
10/18/2021,Suffolk,307,"238,801","9,130","5,414,139",,
10/19/2021,Suffolk,378,"239,179","13,594","5,427,733",,
10/20/2021,Suffolk,378,"239,557","15,537","5,443,270",,
10/21/2021,Suffolk,320,"239,877","13,721","5,456,991",,
10/22/2021,Suffolk,312,"240,189","13,093","5,470,084",,
10/23/2021,Suffolk,280,"240,469","10,611","5,480,695",,
10/24/2021,Suffolk,224,"240,693","8,520","5,489,215",,
10/25/2021,Suffolk,195,"240,888","7,061","5,496,276",,
10/26/2021,Suffolk,283,"241,171","11,416","5,507,692",,
10/27/2021,Suffolk,351,"241,522","15,212","5,522,904",,
10/28/2021,Suffolk,245,"241,767","13,670","5,536,574",,
10/29/2021,Suffolk,283,"242,050","12,391","5,548,965",,
10/30/2021,Suffolk,268,"242,318","11,698","5,560,663",,
10/31/2021,Suffolk,218,"242,536","7,028","5,567,691",,
11/01/2021,Suffolk,192,"242,728","7,046","5,574,737",,
11/02/2021,Suffolk,231,"242,959","10,365","5,585,102",,
11/03/2021,Suffolk,340,"243,299","12,718","5,597,820",,
11/04/2021,Suffolk,360,"243,659","13,957","5,611,777",,
11/05/2021,Suffolk,362,"244,021","12,430","5,624,207",,
11/06/2021,Suffolk,327,"244,348","11,711","5,635,918",,
11/07/2021,Suffolk,274,"244,622","8,457","5,644,375",,
11/08/2021,Suffolk,257,"244,879","7,637","5,652,012",,
11/09/2021,Suffolk,368,"245,247","10,759","5,662,771",,
11/10/2021,Suffolk,476,"245,723","13,669","5,676,440",,
11/11/2021,Suffolk,468,"246,191","13,880","5,690,320",,
11/12/2021,Suffolk,479,"246,670","12,745","5,703,065",,
11/13/2021,Suffolk,317,"246,987","8,999","5,712,064",,
11/14/2021,Suffolk,479,"247,466","9,621","5,721,685",,
11/15/2021,Suffolk,346,"247,812","6,712","5,728,397",,
11/16/2021,Suffolk,432,"248,244","11,032","5,739,429",,
11/17/2021,Suffolk,552,"248,796","13,277","5,752,706",,
11/18/2021,Suffolk,621,"249,417","15,807","5,768,513",,
11/19/2021,Suffolk,602,"250,019","12,962","5,781,475",,
11/20/2021,Suffolk,586,"250,605","11,357","5,792,832",,
11/21/2021,Suffolk,459,"251,064","8,875","5,801,707",,
11/22/2021,Suffolk,408,"251,472","7,825","5,809,532",,
11/23/2021,Suffolk,581,"252,053","11,800","5,821,332",,
11/24/2021,Suffolk,746,"252,799","14,689","5,836,021",,
11/25/2021,Suffolk,413,"253,212","10,853","5,846,874",,
11/26/2021,Suffolk,274,"253,486","5,208","5,852,082",,
11/27/2021,Suffolk,848,"254,334","13,645","5,865,727",,
11/28/2021,Suffolk,552,"254,886","8,064","5,873,791",,
11/29/2021,Suffolk,567,"255,453","8,140","5,881,931",,
11/30/2021,Suffolk,876,"256,329","13,916","5,895,847",,
12/01/2021,Suffolk,"1,079","257,408","17,332","5,913,179",,
12/02/2021,Suffolk,"1,102","258,510","17,750","5,930,929",,
12/03/2021,Suffolk,830,"259,340","13,760","5,944,689",,
12/04/2021,Suffolk,"1,112","260,452","18,217","5,962,906",,
12/05/2021,Suffolk,499,"260,951","8,057","5,970,963",,
12/06/2021,Suffolk,932,"261,883","12,383","5,983,346",,
12/07/2021,Suffolk,"1,017","262,900","15,185","5,998,531",,
12/08/2021,Suffolk,"1,132","264,032","16,117","6,014,648",,
12/09/2021,Suffolk,"1,172","265,204","16,598","6,031,246",,
12/10/2021,Suffolk,"1,221","266,425","16,555","6,047,801",,
12/11/2021,Suffolk,"1,227","267,652","16,741","6,064,542",,
12/12/2021,Suffolk,918,"268,570","11,694","6,076,236",,
12/13/2021,Suffolk,714,"269,284","8,186","6,084,422",,
12/14/2021,Suffolk,"1,312","270,596","13,904","6,098,326",,
12/15/2021,Suffolk,"1,800","272,396","20,406","6,118,732",,
12/16/2021,Suffolk,"1,977","274,373","18,682","6,137,414",,
12/17/2021,Suffolk,"1,785","276,158","17,005","6,154,419",,
12/18/2021,Suffolk,"1,950","278,108","18,574","6,172,993",,
12/19/2021,Suffolk,"1,696","279,804","14,288","6,187,281",,
12/20/2021,Suffolk,"1,670","281,474","12,212","6,199,493",,
12/21/2021,Suffolk,"2,138","283,612","15,824","6,215,317",,
12/22/2021,Suffolk,"3,268","286,880","21,535","6,236,852",,
12/23/2021,Suffolk,"3,759","290,639","23,825","6,260,677",,
12/24/2021,Suffolk,"4,438","295,077","27,674","6,288,351",,
12/25/2021,Suffolk,"3,353","298,430","20,087","6,308,438",,
12/26/2021,Suffolk,"2,098","300,528","11,997","6,320,435",,
12/27/2021,Suffolk,"2,811","303,339","13,374","6,333,809",,
03/01/2020,Sullivan,0,0,0,0,,
03/02/2020,Sullivan,0,0,0,0,,
03/03/2020,Sullivan,0,0,0,0,,
03/04/2020,Sullivan,0,0,0,0,,
03/05/2020,Sullivan,0,0,0,0,,
03/06/2020,Sullivan,0,0,0,0,,
03/07/2020,Sullivan,0,0,0,0,,
03/08/2020,Sullivan,0,0,0,0,,
03/09/2020,Sullivan,0,0,0,0,,
03/10/2020,Sullivan,0,0,0,0,,
03/11/2020,Sullivan,0,0,1,1,,
03/12/2020,Sullivan,0,0,0,1,,
03/13/2020,Sullivan,0,0,1,2,,
03/14/2020,Sullivan,0,0,7,9,,
03/15/2020,Sullivan,0,0,2,11,,
03/16/2020,Sullivan,1,1,9,20,,
03/17/2020,Sullivan,0,1,14,34,,
03/18/2020,Sullivan,2,3,23,57,,
03/19/2020,Sullivan,5,8,79,136,,
03/20/2020,Sullivan,4,12,42,178,,
03/21/2020,Sullivan,4,16,37,215,,
03/22/2020,Sullivan,7,23,83,298,,
03/23/2020,Sullivan,7,30,44,342,,
03/24/2020,Sullivan,9,39,23,365,,
03/25/2020,Sullivan,14,53,53,418,,
03/26/2020,Sullivan,11,64,62,480,,
03/27/2020,Sullivan,8,72,49,529,,
03/28/2020,Sullivan,16,88,91,620,,
03/29/2020,Sullivan,13,101,53,673,,
03/30/2020,Sullivan,8,109,33,706,,
03/31/2020,Sullivan,12,121,55,761,,
04/01/2020,Sullivan,22,143,96,857,,
04/02/2020,Sullivan,25,168,140,997,,
04/03/2020,Sullivan,25,193,133,"1,130",,
04/04/2020,Sullivan,41,234,153,"1,283",,
04/05/2020,Sullivan,19,253,91,"1,374",,
04/06/2020,Sullivan,17,270,77,"1,451",,
04/07/2020,Sullivan,9,279,56,"1,507",,
04/08/2020,Sullivan,15,294,60,"1,567",,
04/09/2020,Sullivan,24,318,115,"1,682",,
04/10/2020,Sullivan,22,340,99,"1,781",,
04/11/2020,Sullivan,18,358,65,"1,846",,
04/12/2020,Sullivan,22,380,73,"1,919",,
04/13/2020,Sullivan,35,415,133,"2,052",,
04/14/2020,Sullivan,9,424,37,"2,089",,
04/15/2020,Sullivan,13,437,39,"2,128",,
04/16/2020,Sullivan,68,505,192,"2,320",,
04/17/2020,Sullivan,19,524,92,"2,412",,
04/18/2020,Sullivan,13,537,38,"2,450",,
04/19/2020,Sullivan,7,544,30,"2,480",,
04/20/2020,Sullivan,11,555,44,"2,524",,
04/21/2020,Sullivan,6,561,45,"2,569",,
04/22/2020,Sullivan,19,580,52,"2,621",,
04/23/2020,Sullivan,48,628,253,"2,874",,
04/24/2020,Sullivan,61,689,296,"3,170",,
04/25/2020,Sullivan,35,724,160,"3,330",,
04/26/2020,Sullivan,24,748,120,"3,450",,
04/27/2020,Sullivan,21,769,77,"3,527",,
04/28/2020,Sullivan,42,811,114,"3,641",,
04/29/2020,Sullivan,27,838,102,"3,743",,
04/30/2020,Sullivan,42,880,122,"3,865",,
05/01/2020,Sullivan,51,931,128,"3,993",,
05/02/2020,Sullivan,20,951,105,"4,098",,
05/03/2020,Sullivan,25,976,106,"4,204",,
05/04/2020,Sullivan,8,984,111,"4,315",,
05/05/2020,Sullivan,12,996,99,"4,414",,
05/06/2020,Sullivan,25,"1,021",150,"4,564",,
05/07/2020,Sullivan,18,"1,039",90,"4,654",,
05/08/2020,Sullivan,32,"1,071",143,"4,797",,
05/09/2020,Sullivan,22,"1,093",115,"4,912",,
05/10/2020,Sullivan,16,"1,109",78,"4,990",,
05/11/2020,Sullivan,10,"1,119",95,"5,085",,
05/12/2020,Sullivan,16,"1,135",89,"5,174",,
05/13/2020,Sullivan,33,"1,168",178,"5,352",,
05/14/2020,Sullivan,21,"1,189",127,"5,479",,
05/15/2020,Sullivan,28,"1,217",176,"5,655",,
05/16/2020,Sullivan,14,"1,231",138,"5,793",,
05/17/2020,Sullivan,15,"1,246",133,"5,926",,
05/18/2020,Sullivan,12,"1,258",111,"6,037",,
05/19/2020,Sullivan,9,"1,267",116,"6,153",,
05/20/2020,Sullivan,14,"1,281",157,"6,310",,
05/21/2020,Sullivan,6,"1,287",158,"6,468",,
05/22/2020,Sullivan,10,"1,297",148,"6,616",,
05/23/2020,Sullivan,13,"1,310",155,"6,771",,
05/24/2020,Sullivan,14,"1,324",170,"6,941",,
05/25/2020,Sullivan,14,"1,338",238,"7,179",,
05/26/2020,Sullivan,2,"1,340",77,"7,256",,
05/27/2020,Sullivan,11,"1,351",209,"7,465",,
05/28/2020,Sullivan,13,"1,364",160,"7,625",,
05/29/2020,Sullivan,11,"1,375",254,"7,879",,
05/30/2020,Sullivan,12,"1,387",237,"8,116",,
05/31/2020,Sullivan,2,"1,389",145,"8,261",,
06/01/2020,Sullivan,3,"1,392",108,"8,369",,
06/02/2020,Sullivan,1,"1,393",155,"8,524",,
06/03/2020,Sullivan,12,"1,405",186,"8,710",,
06/04/2020,Sullivan,4,"1,409",167,"8,877",,
06/05/2020,Sullivan,2,"1,411",176,"9,053",,
06/06/2020,Sullivan,4,"1,415",177,"9,230",,
06/07/2020,Sullivan,2,"1,417",123,"9,353",,
06/08/2020,Sullivan,1,"1,418",152,"9,505",,
06/09/2020,Sullivan,7,"1,425",499,"10,004",,
06/10/2020,Sullivan,1,"1,426",272,"10,276",,
06/11/2020,Sullivan,2,"1,428",112,"10,388",,
06/12/2020,Sullivan,2,"1,430",299,"10,687",,
06/13/2020,Sullivan,0,"1,430",287,"10,974",,
06/14/2020,Sullivan,2,"1,432",76,"11,050",,
06/15/2020,Sullivan,1,"1,433",163,"11,213",,
06/16/2020,Sullivan,0,"1,433",189,"11,402",,
